timestamp,reporting_period,utility_name,residential_accounts,disconnections,disconnection_rate
2009-03-01,Mar 2009,Duke Energy Carolinas,,13890.0,
2009-04-01,Apr 2009,Duke Energy Progress,,7766.0,
2009-04-01,Apr 2009,Dominion Energy,100824.0,343.0,0.003401967785447909
2009-04-01,Apr 2009,Duke Energy Carolinas,,13785.0,
2009-05-01,May 2009,Duke Energy Progress,,7106.0,
2009-05-01,May 2009,Dominion Energy,100732.0,371.0,0.003683040146130326
2009-05-01,May 2009,Duke Energy Carolinas,,13210.0,
2009-06-01,Jun 2009,Duke Energy Progress,,7023.0,
2009-06-01,Jun 2009,Dominion Energy,100775.0,458.0,0.004544777970726867
2009-06-01,Jun 2009,Duke Energy Carolinas,,13828.0,
2009-07-01,Jul 2009,Duke Energy Carolinas,,10441.0,
2009-07-01,Jul 2009,Dominion Energy,100750.0,516.0,0.005121588089330025
2009-07-01,Jul 2009,Duke Energy Progress,,5788.0,
2009-08-01,Aug 2009,Dominion Energy,100760.0,474.0,0.004704247717348154
2009-08-01,Aug 2009,Duke Energy Progress,,6183.0,
2009-08-01,Aug 2009,Duke Energy Carolinas,,11271.0,
2009-09-01,Sep 2009,Dominion Energy,100727.0,567.0,0.005629076613023321
2009-09-01,Sep 2009,Duke Energy Progress,,7860.0,
2009-09-01,Sep 2009,Duke Energy Carolinas,,14291.0,
2009-10-01,Oct 2009,Duke Energy Progress,,7933.0,
2009-10-01,Oct 2009,Duke Energy Carolinas,,13374.0,
2009-10-01,Oct 2009,Dominion Energy,100677.0,551.0,0.005472948141084856
2009-11-01,Nov 2009,Duke Energy Carolinas,,12069.0,
2009-11-01,Nov 2009,Duke Energy Progress,,6724.0,
2009-11-01,Nov 2009,Dominion Energy,100673.99999999999,437.0,0.004340743389554404
2009-12-01,Dec 2009,Dominion Energy,100792.0,266.0,0.0026390983411381857
2009-12-01,Dec 2009,Duke Energy Carolinas,,10688.0,
2009-12-01,Dec 2009,Duke Energy Progress,,7093.0,
2010-01-01,Jan 2010,Duke Energy Progress,1077333.3333333333,6464.0,0.006
2010-01-01,Jan 2010,Dominion Energy,100812.0,208.0,0.002063246438916002
2010-01-01,Jan 2010,Duke Energy Carolinas,1594814.8148148148,8612.0,0.0054
2010-02-01,Feb 2010,Duke Energy Carolinas,1572916.6666666667,7550.0,0.0048
2010-02-01,Feb 2010,Dominion Energy,101023.0,79.0,0.000782000138582303
2010-02-01,Feb 2010,Duke Energy Progress,1087543.859649123,6199.0,0.005699999999999999
2010-03-01,Mar 2010,Duke Energy Progress,1085119.0476190476,9115.0,0.0084
2010-03-01,Mar 2010,Duke Energy Carolinas,1584408.6021505375,14735.0,0.009300000000000001
2010-03-01,Mar 2010,Dominion Energy,100933.0,555.0,0.005498697155538823
2010-04-01,Apr 2010,Duke Energy Carolinas,1572716.0493827157,12739.0,0.008100000000000001
2010-04-01,Apr 2010,Duke Energy Progress,,,
2010-04-01,Apr 2010,Dominion Energy,100934.0,387.0,0.003834188677749817
2010-05-01,May 2010,Duke Energy Carolinas,1587500.0000000002,15240.0,0.0096
2010-05-01,May 2010,Duke Energy Progress,1084050.6329113923,8564.0,0.0079
2010-05-01,May 2010,Dominion Energy,100947.0,490.0,0.004854032313986547
2010-06-01,Jun 2010,Dominion Energy,101017.0,560.0,0.005543621370660384
2010-06-01,Jun 2010,Duke Energy Progress,1073833.3333333333,6443.0,0.006
2010-06-01,Jun 2010,Duke Energy Carolinas,1581444.4444444443,14233.0,0.009000000000000001
2010-07-01,Jul 2010,Dominion Energy,101065.0,362.0,0.0035818532627516944
2010-07-01,Jul 2010,Duke Energy Progress,1091875.0,5241.0,0.0048
2010-07-01,Jul 2010,Duke Energy Carolinas,1570156.25,10049.0,0.0064
2010-08-01,Aug 2010,Duke Energy Carolinas,1582537.3134328357,10603.0,0.0067
2010-08-01,Aug 2010,Dominion Energy,101187.0,298.0,0.0029450423473371084
2010-08-01,Aug 2010,Duke Energy Progress,1088333.3333333333,6530.0,0.006
2010-09-01,Sep 2010,Duke Energy Carolinas,1573908.0459770116,13693.0,0.0087
2010-09-01,Sep 2010,Duke Energy Progress,1082794.1176470588,7363.0,0.0068000000000000005
2010-09-01,Sep 2010,Dominion Energy,101086.0,671.0,0.0066379122727182795
2010-10-01,Oct 2010,Dominion Energy,100944.0,651.0,0.006449120304327152
2010-10-01,Oct 2010,Duke Energy Carolinas,1588988.7640449437,14142.0,0.0089
2010-10-01,Oct 2010,Duke Energy Progress,1075616.4383561644,7852.0,0.0073
2010-11-01,Nov 2010,Dominion Energy,100976.99999999999,485.0,0.004803073967339097
2010-11-01,Nov 2010,Duke Energy Progress,1081645.569620253,8545.0,0.0079
2010-11-01,Nov 2010,Duke Energy Carolinas,1576022.7272727273,13869.0,0.0088
2010-12-01,Dec 2010,Duke Energy Carolinas,1601666.6666666667,3844.0,0.0024
2010-12-01,Dec 2010,Duke Energy Progress,1094062.5,3501.0,0.0032
2010-12-01,Dec 2010,Dominion Energy,101135.0,55.0,0.0005438275572254907
2011-01-01,Jan 2011,Duke Energy Carolinas,1579166.6666666667,9475.0,0.006
2011-01-01,Jan 2011,Dominion Energy,101171.0,76.0,0.0007512034080912514
2011-01-01,Jan 2011,Duke Energy Progress,1089000.0,5445.0,0.005
2011-02-01,Feb 2011,Duke Energy Carolinas,1582702.7027027027,11712.0,0.0074
2011-02-01,Feb 2011,Duke Energy Progress,1081290.322580645,6704.0,0.0062
2011-02-01,Feb 2011,Dominion Energy,101234.0,360.0,0.003556117509927495
2011-03-01,Mar 2011,Duke Energy Progress,1087710.843373494,9028.0,0.0083
2011-03-01,Mar 2011,Duke Energy Carolinas,1578313.253012048,13100.0,0.0083
2011-03-01,Mar 2011,Dominion Energy,101150.0,697.0,0.006890756302521009
2011-04-01,Apr 2011,Duke Energy Progress,1094736.8421052634,6240.0,0.005699999999999999
2011-04-01,Apr 2011,Duke Energy Carolinas,,,
2011-04-01,Apr 2011,Dominion Energy,101037.99999999999,468.0,0.004631920663512738
2011-05-01,May 2011,Duke Energy Progress,1091830.985915493,7752.0,0.0070999999999999995
2011-05-01,May 2011,Duke Energy Carolinas,1591529.4117647058,13528.0,0.0085
2011-05-01,May 2011,Dominion Energy,100986.0,548.0,0.00542649476165013
2011-06-01,Jun 2011,Duke Energy Progress,1087142.8571428573,7610.0,0.006999999999999999
2011-06-01,Jun 2011,Duke Energy Carolinas,,,
2011-06-01,Jun 2011,Dominion Energy,101047.0,579.0,0.005730006828505547
2011-07-01,Jul 2011,Duke Energy Progress,1081395.3488372094,4650.0,0.0043
2011-07-01,Jul 2011,Duke Energy Carolinas,1591607.1428571427,8913.0,0.005600000000000001
2011-07-01,Jul 2011,Dominion Energy,101113.0,310.0,0.00306587679131269
2011-08-01,Aug 2011,Dominion Energy,101104.0,518.0,0.005123437252729862
2011-08-01,Aug 2011,Duke Energy Carolinas,1591707.317073171,13052.0,0.008199999999999999
2011-08-01,Aug 2011,Duke Energy Progress,1092054.7945205478,7972.0,0.0073
2011-09-01,Sep 2011,Duke Energy Carolinas,1585180.7228915663,13157.0,0.0083
2011-09-01,Sep 2011,Duke Energy Progress,1084666.6666666667,8135.0,0.0075
2011-09-01,Sep 2011,Dominion Energy,100916.0,537.0,0.005321257283285108
2011-10-01,Oct 2011,Duke Energy Progress,1088651.6853932585,9689.0,0.0089
2011-10-01,Oct 2011,Dominion Energy,100759.0,565.0,0.005607439533937415
2011-10-01,Oct 2011,Duke Energy Carolinas,1583333.3333333333,14725.0,0.009300000000000001
2011-11-01,Nov 2011,Dominion Energy,100777.0,563.0,0.00558659217877095
2011-11-01,Nov 2011,Duke Energy Carolinas,1589761.9047619049,13354.0,0.0084
2011-11-01,Nov 2011,Duke Energy Progress,1085324.6753246754,8357.0,0.0077
2011-12-01,Dec 2011,Duke Energy Progress,1087391.3043478262,7503.0,0.0069
2011-12-01,Dec 2011,Dominion Energy,100807.0,329.0,0.0032636622456773835
2011-12-01,Dec 2011,Duke Energy Carolinas,1597205.882352941,10861.0,0.0068000000000000005
2012-01-01,Jan 2012,Duke Energy Progress,1103661.971830986,7836.0,0.0070999999999999995
2012-01-01,Jan 2012,Dominion Energy,100750.0,616.0,0.006114143920595534
2012-01-01,Jan 2012,Duke Energy Carolinas,1602794.1176470588,10899.0,0.0068000000000000005
2012-02-01,Feb 2012,Duke Energy Progress,1092028.9855072463,7535.0,0.0069
2012-02-01,Feb 2012,Duke Energy Carolinas,1592985.0746268656,10673.0,0.0067
2012-02-01,Feb 2012,Dominion Energy,100913.00000000001,418.0,0.004142181879440706
2012-03-01,Mar 2012,Duke Energy Progress,1095569.6202531646,8655.0,0.0079
2012-03-01,Mar 2012,Dominion Energy,100949.0,391.0,0.0038732429246451177
2012-03-01,Mar 2012,Duke Energy Carolinas,1603529.4117647058,10904.0,0.0068000000000000005
2012-04-01,Apr 2012,Duke Energy Progress,1102894.7368421052,8382.0,0.0076
2012-04-01,Apr 2012,Duke Energy Carolinas,1588695.652173913,10962.0,0.0069
2012-04-01,Apr 2012,Dominion Energy,100973.0,404.0,0.004001069592861458
2012-05-01,May 2012,Duke Energy Progress,1094871.7948717948,8540.0,0.0078000000000000005
2012-05-01,May 2012,Duke Energy Carolinas,1604404.761904762,13477.0,0.0084
2012-05-01,May 2012,Dominion Energy,100989.0,500.0,0.0049510342710592245
2012-06-01,Jun 2012,Dominion Energy,101054.0,531.0,0.005254616343737012
2012-06-01,Jun 2012,Duke Energy Carolinas,1605507.2463768115,11078.0,0.0069
2012-06-01,Jun 2012,Duke Energy Progress,1102205.8823529412,7495.0,0.0068000000000000005
2012-07-01,Jul 2012,Duke Energy Progress,1097142.857142857,6144.0,0.005600000000000001
2012-07-01,Jul 2012,Dominion Energy,101243.0,340.0,0.003358256867141432
2012-07-01,Jul 2012,Duke Energy Carolinas,,,
2012-08-01,Aug 2012,Dominion Energy,101127.0,674.0,0.006664886726591316
2012-08-01,Aug 2012,Duke Energy Progress,1102602.7397260275,8049.0,0.0073
2012-08-01,Aug 2012,Duke Energy Carolinas,1600945.9459459458,11847.0,0.0074
2012-09-01,Sep 2012,Duke Energy Progress,1091267.605633803,7748.0,0.0070999999999999995
2012-09-01,Sep 2012,Duke Energy Carolinas,,,
2012-09-01,Sep 2012,Dominion Energy,101139.0,469.0,0.004637182491422695
2012-10-01,Oct 2012,Duke Energy Carolinas,1591616.1616161617,15757.0,0.009899999999999999
2012-10-01,Oct 2012,Dominion Energy,101047.0,547.0,0.005413322513285896
2012-10-01,Oct 2012,Duke Energy Progress,1101827.9569892471,10247.0,0.009300000000000001
2012-11-01,Nov 2012,Duke Energy Progress,1091710.5263157894,8297.0,0.0076
2012-11-01,Nov 2012,Dominion Energy,101030.0,622.0,0.0061565871523309905
2012-11-01,Nov 2012,Duke Energy Carolinas,1596455.6962025315,12612.0,0.0079
2012-12-01,Dec 2012,Dominion Energy,101068.0,398.0,0.003937942771203546
2012-12-01,Dec 2012,Duke Energy Carolinas,1609180.3278688525,9816.0,0.0060999999999999995
2012-12-01,Dec 2012,Duke Energy Progress,1099833.3333333333,6599.0,0.006
2013-01-01,Jan 2013,Duke Energy Progress,1107101.4492753623,7639.0,0.0069
2013-01-01,Jan 2013,Duke Energy Carolinas,1609180.3278688525,9816.0,0.0060999999999999995
2013-01-01,Jan 2013,Dominion Energy,101030.99999999999,538.0,0.005325098237174729
2013-02-01,Feb 2013,Duke Energy Progress,1111641.791044776,7448.0,0.0067
2013-02-01,Feb 2013,Dominion Energy,101064.99999999999,513.0,0.0050759412259437
2013-02-01,Feb 2013,Duke Energy Carolinas,1610000.0,11753.0,0.0073
2013-03-01,Mar 2013,Duke Energy Progress,1103442.6229508198,6731.0,0.0060999999999999995
2013-03-01,Mar 2013,Dominion Energy,101177.0,243.0,0.0024017316188461803
2013-03-01,Mar 2013,Duke Energy Carolinas,1611846.1538461538,10477.0,0.006500000000000001
2013-04-01,Apr 2013,Dominion Energy,101164.0,650.0,0.006425210549207228
2013-04-01,Apr 2013,Duke Energy Progress,1099428.5714285716,7696.0,0.006999999999999999
2013-04-01,Apr 2013,Duke Energy Carolinas,1615375.0,12923.0,0.008
2013-05-01,May 2013,Dominion Energy,101120.0,612.0,0.006052215189873418
2013-05-01,May 2013,Duke Energy Progress,1112435.8974358973,8677.0,0.0078000000000000005
2013-05-01,May 2013,Duke Energy Carolinas,1611392.405063291,12730.0,0.0079
2013-06-01,Jun 2013,Duke Energy Progress,1107761.1940298507,7422.0,0.0067
2013-06-01,Jun 2013,Dominion Energy,101088.0,624.0,0.006172839506172839
2013-06-01,Jun 2013,Duke Energy Carolinas,1613375.0,12907.0,0.008
2013-07-01,Jul 2013,Dominion Energy,101188.0,650.0,0.006423686603154524
2013-07-01,Jul 2013,Duke Energy Carolinas,1614800.0,12111.0,0.0075
2013-07-01,Jul 2013,Duke Energy Progress,1114626.8656716417,7468.0,0.0067
2013-08-01,Aug 2013,Duke Energy Carolinas,1612500.0,11610.0,0.0072
2013-08-01,Aug 2013,Dominion Energy,101217.0,587.0,0.005799421045871741
2013-08-01,Aug 2013,Duke Energy Progress,1101506.8493150685,8041.0,0.0073
2013-09-01,Sep 2013,Dominion Energy,101163.0,658.0,0.006504354358807074
2013-09-01,Sep 2013,Duke Energy Carolinas,1617692.3076923075,12618.0,0.0078000000000000005
2013-09-01,Sep 2013,Duke Energy Progress,1112028.9855072463,7673.0,0.0069
2013-10-01,Oct 2013,Dominion Energy,101145.0,748.0,0.007395323545405111
2013-10-01,Oct 2013,Duke Energy Progress,1104941.1764705882,9392.0,0.0085
2013-10-01,Oct 2013,Duke Energy Carolinas,1606804.1237113401,15586.0,0.0097
2013-11-01,Nov 2013,Duke Energy Progress,1107000.0,6642.0,0.006
2013-11-01,Nov 2013,Duke Energy Carolinas,1598309.8591549296,11348.0,0.0070999999999999995
2013-11-01,Nov 2013,Dominion Energy,101234.0,514.0,0.005077345555840923
2013-12-01,Dec 2013,Dominion Energy,101301.0,270.0,0.002665324133029289
2013-12-01,Dec 2013,Duke Energy Carolinas,1617692.3076923075,10515.0,0.006500000000000001
2013-12-01,Dec 2013,Duke Energy Progress,1106379.3103448276,6417.0,0.0058
2014-01-01,Jan 2014,Dominion Energy,101347.00000000001,209.0,0.002062221871392345
2014-01-01,Jan 2014,Duke Energy Carolinas,1612820.5128205128,6290.0,0.0039000000000000003
2014-01-01,Jan 2014,Duke Energy Progress,,,
2014-02-01,Feb 2014,Duke Energy Progress,1117884.6153846155,5813.0,0.0052
2014-02-01,Feb 2014,Duke Energy Carolinas,1635999.9999999998,10634.0,0.006500000000000001
2014-02-01,Feb 2014,Dominion Energy,101393.0,395.0,0.0038957324470131074
2014-03-01,Mar 2014,Duke Energy Carolinas,1628375.0,13027.0,0.008
2014-03-01,Mar 2014,Duke Energy Progress,1105937.5,7078.0,0.0064
2014-03-01,Mar 2014,Dominion Energy,101337.0,546.0,0.005387962935551674
2014-04-01,Apr 2014,Dominion Energy,101272.0,624.0,0.0061616241409274035
2014-04-01,Apr 2014,Duke Energy Carolinas,1618395.0617283948,13109.0,0.008100000000000001
2014-04-01,Apr 2014,Duke Energy Progress,1112328.7671232878,8120.0,0.0073
2014-05-01,May 2014,Dominion Energy,101214.0,716.0,0.007074120181002628
2014-05-01,May 2014,Duke Energy Progress,1100375.0,8803.0,0.008
2014-05-01,May 2014,Duke Energy Carolinas,1622500.0,12980.0,0.008
2014-06-01,Jun 2014,Duke Energy Progress,1099230.7692307692,7145.0,0.006500000000000001
2014-06-01,Jun 2014,Dominion Energy,101233.0,729.0,0.007201209091896911
2014-06-01,Jun 2014,Duke Energy Carolinas,1621282.0512820513,12646.0,0.0078000000000000005
2014-07-01,Jul 2014,Dominion Energy,101251.0,666.0,0.006577712812712961
2014-07-01,Jul 2014,Duke Energy Progress,1103684.210526316,6291.0,0.005699999999999999
2014-07-01,Jul 2014,Duke Energy Carolinas,1634918.0327868853,9973.0,0.0060999999999999995
2014-08-01,Aug 2014,Duke Energy Progress,1117222.2222222222,6033.0,0.0054
2014-08-01,Aug 2014,Duke Energy Carolinas,1627962.962962963,8791.0,0.0054
2014-08-01,Aug 2014,Dominion Energy,101268.0,684.0,0.0067543547813722
2014-09-01,Sep 2014,Duke Energy Progress,1112586.206896552,6453.0,0.0058
2014-09-01,Sep 2014,Duke Energy Carolinas,1621764.7058823528,11028.0,0.0068000000000000005
2014-09-01,Sep 2014,Dominion Energy,101317.0,744.0,0.007343288885379552
2014-10-01,Oct 2014,Duke Energy Carolinas,1626086.9565217393,11220.0,0.0069
2014-10-01,Oct 2014,Dominion Energy,101324.0,714.0,0.007046701669890648
2014-10-01,Oct 2014,Duke Energy Progress,1101818.1818181819,7272.0,0.0066
2014-11-01,Nov 2014,Duke Energy Progress,1110000.0,5772.0,0.0052
2014-11-01,Nov 2014,Dominion Energy,101442.0,459.0,0.004524753060862365
2014-11-01,Nov 2014,Duke Energy Carolinas,1629824.561403509,9290.0,0.005699999999999999
2014-12-01,Dec 2014,Dominion Energy,101515.0,359.0,0.0035364231886913264
2014-12-01,Dec 2014,Duke Energy Progress,1110833.3333333333,6665.0,0.006
2014-12-01,Dec 2014,Duke Energy Carolinas,1615901.6393442624,9857.0,0.0060999999999999995
2015-01-01,Jan 2015,Duke Energy Carolinas,1661739.1304347827,7644.0,0.0046
2015-01-01,Jan 2015,Dominion Energy,101607.00000000001,106.0,0.0010432352101725274
2015-01-01,Jan 2015,Duke Energy Progress,1116122.448979592,5469.0,0.0049
2015-02-01,Feb 2015,Duke Energy Carolinas,1621724.1379310347,4703.0,0.0029
2015-02-01,Feb 2015,Dominion Energy,101798.0,64.0,0.0006286960451089412
2015-02-01,Feb 2015,Duke Energy Progress,1094285.714285714,3064.0,0.0028000000000000004
2015-03-01,Mar 2015,Duke Energy Carolinas,1657051.282051282,12925.0,0.0078000000000000005
2015-03-01,Mar 2015,Dominion Energy,101521.0,939.0,0.009249317875119433
2015-03-01,Mar 2015,Duke Energy Progress,1106417.9104477612,7413.0,0.0067
2015-04-01,Apr 2015,Duke Energy Progress,1101612.9032258065,6830.0,0.0062
2015-04-01,Apr 2015,Dominion Energy,101422.0,765.0,0.007542742205833054
2015-04-01,Apr 2015,Duke Energy Carolinas,1649436.61971831,11711.0,0.0070999999999999995
2015-05-01,May 2015,Duke Energy Carolinas,1646764.7058823528,11198.0,0.0068000000000000005
2015-05-01,May 2015,Dominion Energy,101489.0,712.0,0.007015538629802244
2015-05-01,May 2015,Duke Energy Progress,1109655.1724137932,6436.0,0.0058
2015-06-01,Jun 2015,Dominion Energy,101598.0,674.0,0.006633988858048387
2015-06-01,Jun 2015,Duke Energy Carolinas,1648571.4285714286,10386.0,0.0063
2015-06-01,Jun 2015,Duke Energy Progress,1101521.7391304348,5067.0,0.0046
2015-07-01,Jul 2015,Duke Energy Progress,1111190.4761904762,4667.0,0.0042
2015-07-01,Jul 2015,Duke Energy Carolinas,1635272.727272727,8994.0,0.0055000000000000005
2015-07-01,Jul 2015,Dominion Energy,101602.00000000001,596.0,0.005866026259325603
2015-08-01,Aug 2015,Duke Energy Progress,1109800.0,5549.0,0.005
2015-08-01,Aug 2015,Dominion Energy,101649.0,727.0,0.007152062489547364
2015-08-01,Aug 2015,Duke Energy Carolinas,1643559.3220338984,9697.0,0.0059
2015-09-01,Sep 2015,Duke Energy Carolinas,1655324.6753246752,12746.0,0.0077
2015-09-01,Sep 2015,Dominion Energy,101681.0,820.0,0.008064436817104474
2015-09-01,Sep 2015,Duke Energy Progress,1110357.1428571427,6218.0,0.005600000000000001
2015-10-01,Oct 2015,Duke Energy Progress,1105833.3333333333,6635.0,0.006
2015-10-01,Oct 2015,Dominion Energy,101618.0,713.0,0.007016473459426479
2015-10-01,Oct 2015,Duke Energy Carolinas,1649210.5263157894,12534.0,0.0076
2015-11-01,Nov 2015,Dominion Energy,101667.0,483.0,0.0047508040957242766
2015-11-01,Nov 2015,Duke Energy Carolinas,1638947.3684210528,9342.0,0.005699999999999999
2015-11-01,Nov 2015,Duke Energy Progress,1100357.1428571427,6162.0,0.005600000000000001
2015-12-01,Dec 2015,Duke Energy Progress,1107966.1016949152,6537.0,0.0059
2015-12-01,Dec 2015,Dominion Energy,101782.0,428.0,0.004205065728714311
2015-12-01,Dec 2015,Duke Energy Carolinas,1647636.3636363635,9062.0,0.0055000000000000005
2016-01-01,Jan 2016,Dominion Energy,101902.0,278.0,0.002728111322643324
2016-01-01,Jan 2016,Duke Energy Progress,1147096.7741935484,3556.0,0.0031
2016-01-01,Jan 2016,Duke Energy Carolinas,1649333.3333333333,4948.0,0.003
2016-02-01,Feb 2016,Duke Energy Progress,1164545.4545454546,5124.0,0.0044
2016-02-01,Feb 2016,Duke Energy Carolinas,1669019.607843137,8512.0,0.0051
2016-02-01,Feb 2016,Dominion Energy,101929.0,360.0,0.0035318702233907914
2016-03-01,Mar 2016,Duke Energy Carolinas,1668833.3333333333,10013.0,0.006
2016-03-01,Mar 2016,Dominion Energy,101897.0,533.0,0.0052307722504097275
2016-03-01,Mar 2016,Duke Energy Progress,1160615.3846153845,7544.0,0.006500000000000001
2016-04-01,Apr 2016,Dominion Energy,101924.0,520.0,0.005101840587104117
2016-04-01,Apr 2016,Duke Energy Progress,1158392.857142857,6487.0,0.005600000000000001
2016-04-01,Apr 2016,Duke Energy Carolinas,1661904.761904762,10470.0,0.0063
2016-05-01,May 2016,Duke Energy Progress,1158392.857142857,6487.0,0.005600000000000001
2016-05-01,May 2016,Dominion Energy,101980.0,537.0,0.005265738380074525
2016-05-01,May 2016,Duke Energy Carolinas,1668529.4117647058,11346.0,0.0068000000000000005
2016-06-01,Jun 2016,Duke Energy Carolinas,1678749.9999999998,9401.0,0.005600000000000001
2016-06-01,Jun 2016,Duke Energy Progress,1156274.5098039214,5897.0,0.0051
2016-06-01,Jun 2016,Dominion Energy,102058.0,511.0,0.005006956828470086
2016-07-01,Jul 2016,Duke Energy Carolinas,1654615.3846153847,8604.0,0.0052
2016-07-01,Jul 2016,Dominion Energy,102155.0,217.0,0.002124222994469189
2016-07-01,Jul 2016,Duke Energy Progress,1148181.8181818181,3789.0,0.0033
2016-08-01,Aug 2016,Dominion Energy,102298.00000000001,523.0,0.005112514418659211
2016-08-01,Aug 2016,Duke Energy Carolinas,1658035.714285714,9285.0,0.005600000000000001
2016-08-01,Aug 2016,Duke Energy Progress,1154545.4545454544,6350.0,0.0055000000000000005
2016-09-01,Sep 2016,Dominion Energy,102205.0,475.0,0.004647522136881757
2016-09-01,Sep 2016,Duke Energy Carolinas,1675862.0689655175,9720.0,0.0058
2016-09-01,Sep 2016,Duke Energy Progress,1162545.4545454544,6394.0,0.0055000000000000005
2016-10-01,Oct 2016,Duke Energy Progress,1159032.2580645161,3593.0,0.0031
2016-10-01,Oct 2016,Dominion Energy,102173.0,385.0,0.003768118778933769
2016-10-01,Oct 2016,Duke Energy Carolinas,1685106.3829787236,7920.0,0.004699999999999999
2016-11-01,Nov 2016,Dominion Energy,102194.99999999999,469.0,0.004589265619648711
2016-11-01,Nov 2016,Duke Energy Progress,1159310.3448275863,6724.0,0.0058
2016-11-01,Nov 2016,Duke Energy Carolinas,1673392.8571428568,9371.0,0.005600000000000001
2016-12-01,Dec 2016,Dominion Energy,102234.0,317.0,0.003100729698534734
2016-12-01,Dec 2016,Duke Energy Carolinas,1673409.0909090908,7363.0,0.0044
2016-12-01,Dec 2016,Duke Energy Progress,1161777.7777777778,5228.0,0.0045000000000000005
2017-01-01,Jan 2017,Dominion Energy,102289.0,511.0,0.004995649581088875
2017-01-01,Jan 2017,Duke Energy Carolinas,1696122.448979592,8311.0,0.0049
2017-01-01,Jan 2017,Duke Energy Progress,1174888.8888888888,5287.0,0.0045000000000000005
2017-02-01,Feb 2017,Duke Energy Progress,1190465.1162790698,5119.0,0.0043
2017-02-01,Feb 2017,Duke Energy Carolinas,1693928.5714285711,9486.0,0.005600000000000001
2017-02-01,Feb 2017,Dominion Energy,102230.99999999999,484.0,0.004734376069880956
2017-03-01,Mar 2017,Dominion Energy,102307.00000000001,405.0,0.003958673404556873
2017-03-01,Mar 2017,Duke Energy Progress,1172600.0,5863.0,0.005
2017-03-01,Mar 2017,Duke Energy Carolinas,1698000.0,10188.0,0.006
2017-04-01,Apr 2017,Duke Energy Carolinas,1686458.3333333335,8095.0,0.0048
2017-04-01,Apr 2017,Dominion Energy,102299.0,527.0,0.005151565508949256
2017-04-01,Apr 2017,Duke Energy Progress,1183333.3333333333,4615.0,0.0039000000000000003
2017-05-01,May 2017,Duke Energy Carolinas,1694590.1639344264,10337.0,0.0060999999999999995
2017-05-01,May 2017,Duke Energy Progress,1174444.4444444445,6342.0,0.0054
2017-05-01,May 2017,Dominion Energy,102356.0,542.0,0.005295244050177811
2017-06-01,Jun 2017,Dominion Energy,102409.0,629.0,0.006142038297415266
2017-06-01,Jun 2017,Duke Energy Carolinas,1685762.7118644067,9946.0,0.0059
2017-06-01,Jun 2017,Duke Energy Progress,1182307.6923076923,6148.0,0.0052
2017-07-01,Jul 2017,Duke Energy Progress,1177674.4186046512,5064.0,0.0043
2017-07-01,Jul 2017,Dominion Energy,102486.00000000001,471.0,0.004595749663368655
2017-07-01,Jul 2017,Duke Energy Carolinas,1698260.8695652175,7812.0,0.0046
2017-08-01,Aug 2017,Dominion Energy,102557.0,593.0,0.005782150413916163
2017-08-01,Aug 2017,Duke Energy Progress,1177755.1020408163,5771.0,0.0049
2017-08-01,Aug 2017,Duke Energy Carolinas,1701896.551724138,9871.0,0.0058
2017-09-01,Sep 2017,Duke Energy Progress,1192222.222222222,5365.0,0.0045000000000000005
2017-09-01,Sep 2017,Duke Energy Carolinas,1690227.2727272727,7437.0,0.0044
2017-09-01,Sep 2017,Dominion Energy,102536.0,583.0,0.005685807911367715
2017-10-01,Oct 2017,Duke Energy Carolinas,1696184.2105263157,12891.0,0.0076
2017-10-01,Oct 2017,Dominion Energy,102517.0,633.0,0.0061745856784728385
2017-10-01,Oct 2017,Duke Energy Progress,1187500.0,9500.0,0.008
2017-11-01,Nov 2017,Duke Energy Progress,1184912.2807017546,6754.0,0.005699999999999999
2017-11-01,Nov 2017,Duke Energy Carolinas,1695675.6756756755,6274.0,0.0037
2017-11-01,Nov 2017,Dominion Energy,102556.99999999999,512.0,0.004992345719941106
2017-12-01,Dec 2017,Duke Energy Carolinas,1702115.3846153847,8851.0,0.0052
2017-12-01,Dec 2017,Duke Energy Progress,1173555.5555555555,5281.0,0.0045000000000000005
2017-12-01,Dec 2017,Dominion Energy,102599.0,245.0,0.002387937504264174
2018-01-01,Jan 2018,Duke Energy Carolinas,1731632.6530612246,8485.0,0.0049
2018-01-01,Jan 2018,Dominion Energy,102694.0,238.0,0.0023175648041755116
2018-01-01,Jan 2018,Duke Energy Progress,1193684.2105263157,4536.0,0.0038
2018-02-01,Feb 2018,Dominion Energy,102630.0,588.0,0.005729318912598655
2018-02-01,Feb 2018,Duke Energy Progress,1203260.8695652175,5535.0,0.0046
2018-02-01,Feb 2018,Duke Energy Carolinas,1720597.014925373,11528.0,0.0067
2018-03-01,Mar 2018,Duke Energy Carolinas,1726875.0,11052.0,0.0064
2018-03-01,Mar 2018,Duke Energy Progress,1213414.6341463416,4975.0,0.0040999999999999995
2018-03-01,Mar 2018,Dominion Energy,102818.0,385.0,0.0037444805384271238
2018-04-01,Apr 2018,Dominion Energy,102762.0,663.0,0.006451801249489111
2018-04-01,Apr 2018,Duke Energy Progress,,,
2018-04-01,Apr 2018,Duke Energy Carolinas,1720588.2352941176,14625.0,0.0085
2018-05-01,May 2018,Duke Energy Progress,1200222.222222222,5401.0,0.0045000000000000005
2018-05-01,May 2018,Dominion Energy,102773.0,629.0,0.006120284510523192
