timestamp,reporting_period,utility_name,residential_accounts,disconnections,disconnection_rate
2018-05-01,May 2018,Duke Energy Carolinas,1722025.316455696,13604.0,0.0079
2018-06-01,Jun 2018,Duke Energy Carolinas,1724492.7536231885,11899.0,0.0069
2018-06-01,Jun 2018,Duke Energy Progress,1203055.5555555555,4331.0,0.0036
2018-06-01,Jun 2018,Dominion Energy,102810.0,522.0,0.005077327108257952
2018-07-01,Jul 2018,Duke Energy Carolinas,1720704.225352113,12217.0,0.0070999999999999995
2018-07-01,Jul 2018,Duke Energy Progress,1219666.6666666667,3659.0,0.003
2018-07-01,Jul 2018,Dominion Energy,102864.0,619.0,0.006017654378596983
2018-08-01,Aug 2018,Duke Energy Progress,1188888.888888889,4280.0,0.0036
2018-08-01,Aug 2018,Duke Energy Carolinas,1729506.1728395058,14009.0,0.008100000000000001
2018-08-01,Aug 2018,Dominion Energy,102965.0,482.0,0.004681202350313213
2018-09-01,Sep 2018,Duke Energy Progress,1153750.0,923.0,0.0008
2018-09-01,Sep 2018,Duke Energy Carolinas,1732333.3333333333,5197.0,0.003
2018-09-01,Sep 2018,Dominion Energy,103003.0,459.0,0.004456180887935303
2018-10-01,Oct 2018,Duke Energy Carolinas,1729418.6046511629,14873.0,0.0086
2018-10-01,Oct 2018,Duke Energy Progress,1188214.2857142854,3327.0,0.0028000000000000004
2018-10-01,Oct 2018,Dominion Energy,102929.0,791.0,0.0076849090149520545
2018-11-01,Nov 2018,Duke Energy Progress,1208611.1111111112,4351.0,0.0036
2018-11-01,Nov 2018,Duke Energy Carolinas,1722394.3661971833,12229.0,0.0070999999999999995
2018-11-01,Nov 2018,Dominion Energy,102990.0,500.0,0.004854840275754928
2018-12-01,Dec 2018,Duke Energy Carolinas,1748965.5172413795,5072.0,0.0029
2018-12-01,Dec 2018,Dominion Energy,103137.99999999999,203.0,0.0019682367313696215
2018-12-01,Dec 2018,Duke Energy Progress,1200000.0,1920.0,0.0016
2019-01-01,Jan 2019,Duke Energy Carolinas,1760793.650793651,11093.0,0.0063
2019-01-01,Jan 2019,Dominion Energy,103241.99999999999,234.0,0.0022665194397628874
2019-01-01,Jan 2019,Duke Energy Progress,1209772.7272727273,5323.0,0.0044
2019-02-01,Feb 2019,Duke Energy Progress,1228333.3333333335,5896.0,0.0048
2019-02-01,Feb 2019,Duke Energy Carolinas,1762151.898734177,13921.0,0.0079
2019-02-01,Feb 2019,Dominion Energy,103189.00000000001,523.0,0.005068369690567793
2019-03-01,Mar 2019,Duke Energy Progress,1214339.6226415094,6436.0,0.0053
2019-03-01,Mar 2019,Duke Energy Carolinas,1759200.0,13194.0,0.0075
2019-03-01,Mar 2019,Dominion Energy,103296.0,298.0,0.002884913258983891
2019-04-01,Apr 2019,Dominion Energy,103273.0,637.0,0.0061681175137741715
2019-04-01,Apr 2019,Duke Energy Progress,1226792.4528301887,6502.0,0.0053
2019-04-01,Apr 2019,Duke Energy Carolinas,1752093.0232558139,15068.0,0.0086
2019-05-01,May 2019,Dominion Energy,103297.0,350.0,0.0033882881400234275
2019-05-01,May 2019,Duke Energy Carolinas,1764675.3246753246,13588.0,0.0077
2019-05-01,May 2019,Duke Energy Progress,1211886.7924528301,6423.0,0.0053
2019-06-01,Jun 2019,Duke Energy Carolinas,1768103.4482758623,10255.0,0.0058
2019-06-01,Jun 2019,Dominion Energy,103412.0,471.0,0.004554597145398987
2019-06-01,Jun 2019,Duke Energy Progress,1222545.4545454544,6724.0,0.0055000000000000005
2019-07-01,Jul 2019,Dominion Energy,103576.0,505.0,0.004875646868000309
2019-07-01,Jul 2019,Duke Energy Progress,1210701.754385965,6901.0,0.005699999999999999
2019-07-01,Jul 2019,Duke Energy Carolinas,1747272.7272727273,5766.0,0.0033
2019-08-01,Aug 2019,Duke Energy Carolinas,1754193.5483870967,10876.0,0.0062
2019-08-01,Aug 2019,Duke Energy Progress,1216764.7058823528,8274.0,0.0068000000000000005
2019-08-01,Aug 2019,Dominion Energy,103602.0,358.0,0.0034555317464913804
2019-09-01,Sep 2019,Duke Energy Progress,1215454.5454545454,9359.0,0.0077
2019-09-01,Sep 2019,Dominion Energy,103609.0,353.0,0.0034070399289637
2019-09-01,Sep 2019,Duke Energy Carolinas,1766774.1935483871,10954.0,0.0062
2019-10-01,Oct 2019,Dominion Energy,103557.99999999999,557.0,0.005378628401475502
2019-10-01,Oct 2019,Duke Energy Progress,1225957.446808511,11524.0,0.009399999999999999
2019-10-01,Oct 2019,Duke Energy Carolinas,1761739.1304347827,12156.0,0.0069
2019-11-01,Nov 2019,Duke Energy Progress,1215135.1351351351,8992.0,0.0074
2019-11-01,Nov 2019,Dominion Energy,103630.0,296.0,0.002856315738685709
2019-11-01,Nov 2019,Duke Energy Carolinas,1743888.8888888888,9417.0,0.0054
2019-12-01,Dec 2019,Duke Energy Carolinas,1772127.6595744684,8329.0,0.004699999999999999
2019-12-01,Dec 2019,Duke Energy Progress,1230307.6923076923,7997.0,0.006500000000000001
2019-12-01,Dec 2019,Dominion Energy,103629.99999999999,233.0,0.002248383672681656
2020-01-01,Jan 2020,Duke Energy Carolinas,1761875.0,11276.0,0.0064
2020-01-01,Jan 2020,Dominion Energy,103894.0,331.0,0.003185939515275184
2020-01-01,Jan 2020,Duke Energy Progress,1214705.8823529412,8260.0,0.0068000000000000005
2020-02-01,Feb 2020,Duke Energy Progress,1218219.1780821919,8893.0,0.0073
2020-02-01,Feb 2020,Duke Energy Carolinas,1762622.9508196723,10752.0,0.0060999999999999995
2020-02-01,Feb 2020,Dominion Energy,103866.0,452.0,0.00435176092272736
2020-03-01,Mar 2020,Duke Energy Carolinas,1758529.4117647058,5979.0,0.0034000000000000002
2020-03-01,Mar 2020,Duke Energy Progress,1235588.2352941176,4201.0,0.0034000000000000002
2020-03-01,Mar 2020,Dominion Energy,104001.0,245.0,0.0023557465793598137
2020-04-01,Apr 2020,Duke Energy Carolinas,,0.0,0.0
2020-04-01,Apr 2020,Duke Energy Progress,,0.0,0.0
2020-04-01,Apr 2020,Dominion Energy,,0.0,0.0
2020-05-01,May 2020,Dominion Energy,,0.0,0.0
2020-05-01,May 2020,Duke Energy Carolinas,,0.0,0.0
2020-05-01,May 2020,Duke Energy Progress,,0.0,0.0
2020-06-01,Jun 2020,Duke Energy Progress,,0.0,0.0
2020-06-01,Jun 2020,Duke Energy Carolinas,,0.0,0.0
2020-06-01,Jun 2020,Dominion Energy,,0.0,0.0
2020-07-01,Jul 2020,Duke Energy Carolinas,,0.0,0.0
2020-07-01,Jul 2020,Duke Energy Progress,,0.0,0.0
2020-07-01,Jul 2020,Dominion Energy,,0.0,0.0
2020-08-01,Aug 2020,Duke Energy Progress,,0.0,0.0
2020-08-01,Aug 2020,Dominion Energy,,0.0,0.0
2020-08-01,Aug 2020,Duke Energy Carolinas,,0.0,0.0
2020-09-01,Sep 2020,Duke Energy Progress,,0.0,0.0
2020-09-01,Sep 2020,Duke Energy Carolinas,,0.0,0.0
2020-09-01,Sep 2020,Dominion Energy,,0.0,0.0
2020-10-01,Oct 2020,Dominion Energy,,0.0,0.0
2020-10-01,Oct 2020,Duke Energy Progress,,0.0,0.0
2020-10-01,Oct 2020,Duke Energy Carolinas,,0.0,0.0
2020-11-01,Nov 2020,Duke Energy Progress,1245416.0,12776.0,0.010258419676638167
2020-11-01,Nov 2020,Duke Energy Carolinas,1830590.0000000002,4185.0,0.002286148181733758
2020-11-01,Nov 2020,Dominion Energy,104921.0,5.0,4.765490225979546e-05
2020-12-01,Dec 2020,Duke Energy Carolinas,1829121.0,5547.0,0.0030326041852889994
2020-12-01,Dec 2020,Dominion Energy,105087.0,22.0,0.0002093503478070551
2020-12-01,Dec 2020,Duke Energy Progress,1247906.0,6309.0,0.00505566925713956
2021-01-01,Jan 2021,Duke Energy Progress,1249692.0,7248.0,0.005799829077884791
2021-01-01,Jan 2021,Duke Energy Carolinas,1824851.9999999998,9313.0,0.00510342756563272
2021-01-01,Jan 2021,Dominion Energy,105170.0,2.0,1.9016829894456594e-05
2021-02-01,Feb 2021,Duke Energy Progress,1251797.0,7230.0,0.005775696858196656
2021-02-01,Feb 2021,Duke Energy Carolinas,1639980.0,7810.0,0.004762253198209734
2021-02-01,Feb 2021,Dominion Energy,105266.0,29.0,0.0002754925617008341
2021-03-01,Mar 2021,Dominion Energy,,0.0,0.0
2021-03-01,Mar 2021,Duke Energy Progress,1254159.0,2.0,1.594694133678425e-06
2021-03-01,Mar 2021,Duke Energy Carolinas,,0.0,0.0
2021-04-01,Apr 2021,Dominion Energy,,0.0,0.0
2021-04-01,Apr 2021,Duke Energy Progress,,0.0,0.0
2021-04-01,Apr 2021,Duke Energy Carolinas,,0.0,0.0
2021-05-01,May 2021,Duke Energy Progress,1258906.0,352.0,0.0002796078499903885
2021-05-01,May 2021,Dominion Energy,,0.0,0.0
2021-05-01,May 2021,Duke Energy Carolinas,,0.0,0.0
2021-06-01,Jun 2021,Dominion Energy,,0.0,0.0
2021-06-01,Jun 2021,Duke Energy Carolinas,,0.0,0.0
2021-06-01,Jun 2021,Duke Energy Progress,1259617.0,4785.0,0.003798773754244346
2021-07-01,Jul 2021,Dominion Energy,,0.0,0.0
2021-07-01,Jul 2021,Duke Energy Carolinas,1805303.0,191.0,0.00010579941428114838
2021-07-01,Jul 2021,Duke Energy Progress,1261675.0,8219.0,0.006514355915746924
2021-08-01,Aug 2021,Dominion Energy,,0.0,0.0
2021-08-01,Aug 2021,Duke Energy Progress,1263644.0,8332.0,0.006593629218355802
2021-08-01,Aug 2021,Duke Energy Carolinas,1809280.0,639.0,0.0003531791651927839
2021-09-01,Sep 2021,Duke Energy Carolinas,1812603.0,5691.0,0.0031396836483223297
2021-09-01,Sep 2021,Duke Energy Progress,1265158.0,8458.0,0.006685331002135701
2021-09-01,Sep 2021,Dominion Energy,,0.0,0.0
2021-10-01,Oct 2021,Dominion Energy,106027.99999999999,140.0,0.0013204059305089223
2021-10-01,Oct 2021,Duke Energy Carolinas,1813613.0,963.0,0.0005309842838576918
2021-10-01,Oct 2021,Duke Energy Progress,1268401.0,1.0,7.883942065640124e-07
2021-11-01,Nov 2021,Duke Energy Progress,,0.0,0.0
2021-11-01,Nov 2021,Duke Energy Carolinas,1816053.9999999998,461.0,0.00025384707723448755
2021-11-01,Nov 2021,Dominion Energy,105941.0,292.0,0.00275625112090692
2021-12-01,Dec 2021,Duke Energy Progress,,0.0,0.0
2021-12-01,Dec 2021,Dominion Energy,106011.0,110.0,0.0010376281706615351
2021-12-01,Dec 2021,Duke Energy Carolinas,1818281.0,2258.0,0.0012418322580503233
2022-01-01,Jan 2022,Duke Energy Carolinas,1820290.9999999998,1012.0,0.0005559550643276268
2022-01-01,Jan 2022,Dominion Energy,106149.0,1.0,9.42071993141716e-06
2022-01-01,Jan 2022,Duke Energy Progress,,0.0,0.0
2022-02-01,Feb 2022,Duke Energy Carolinas,1822162.0,940.0,0.0005158707074343554
2022-02-01,Feb 2022,Dominion Energy,106211.0,136.0,0.0012804700078146332
2022-02-01,Feb 2022,Duke Energy Progress,1282379.0,9.0,7.0182060061807e-06
2022-03-01,Mar 2022,Dominion Energy,106249.0,258.0,0.002428258148311984
2022-03-01,Mar 2022,Duke Energy Progress,1284168.0,81.0,6.307585923337133e-05
2022-03-01,Mar 2022,Duke Energy Carolinas,1824835.0,426.0,0.0002334457635895848
2022-04-01,Apr 2022,Duke Energy Progress,1285428.0,179.0,0.00013925322927460737
2022-04-01,Apr 2022,Duke Energy Carolinas,1826140.0,157.0,8.597369314510388e-05
2022-04-01,Apr 2022,Dominion Energy,106273.0,183.0,0.0017219801831133024
2022-05-01,May 2022,Duke Energy Carolinas,1828552.9999999998,3872.0,0.0021175213406447613
2022-05-01,May 2022,Dominion Energy,106300.0,202.0,0.0019002822201317027
2022-05-01,May 2022,Duke Energy Progress,1287787.0,1379.0,0.0010708292598077167
2022-06-01,Jun 2022,Duke Energy Progress,1289697.0,3422.0,0.002653336403821983
2022-06-01,Jun 2022,Duke Energy Carolinas,1830078.0,6207.0,0.0033916587161858676
2022-06-01,Jun 2022,Dominion Energy,106419.0,100.0,0.0009396818237344836
2022-07-01,Jul 2022,Duke Energy Progress,1291000.0,3421.0,0.0026498838109992253
2022-07-01,Jul 2022,Duke Energy Carolinas,1832116.0,6026.0,0.0032890930486934233
2022-07-01,Jul 2022,Dominion Energy,106468.0,98.0,0.0009204643648795882
2022-08-01,Aug 2022,Duke Energy Carolinas,1835035.0,7984.0,0.004350870691839665
2022-08-01,Aug 2022,Duke Energy Progress,1293295.0,4600.0,0.003556806451737616
2022-08-01,Aug 2022,Dominion Energy,106527.0,98.0,0.0009199545655092136
2022-09-01,Sep 2022,Dominion Energy,106688.0,101.0,0.0009466856628674265
2022-09-01,Sep 2022,Duke Energy Carolinas,1838267.0,6727.0,0.0036594248822396313
2022-09-01,Sep 2022,Duke Energy Progress,1294840.0,3472.0,0.0026814123752741652
2022-10-01,Oct 2022,Dominion Energy,106671.0,162.0,0.0015186883032876789
2022-10-01,Oct 2022,Duke Energy Carolinas,1840924.0,5842.0,0.0031734063980913933
2022-10-01,Oct 2022,Duke Energy Progress,1297190.0,3139.0,0.0024198459747608292
2022-11-01,Nov 2022,Duke Energy Carolinas,1844075.0,4823.0,0.002615403386521698
2022-11-01,Nov 2022,Duke Energy Progress,1299890.0,2960.0,0.0022771157559485803
2022-11-01,Nov 2022,Dominion Energy,106794.0,146.0,0.0013671180028840572
2022-12-01,Dec 2022,Duke Energy Progress,1302462.0,3206.0,0.0024614921586963764
2022-12-01,Dec 2022,Dominion Energy,106928.00000000001,60.0,0.000561125243154272
2022-12-01,Dec 2022,Duke Energy Carolinas,1847743.0,4888.0,0.0026453895373977875
2023-01-01,Jan 2023,Dominion Energy,106965.00000000001,68.0,0.0006357219651287804
2023-01-01,Jan 2023,Duke Energy Progress,1303575.0,3676.0,0.0028199374796233434
2023-01-01,Jan 2023,Duke Energy Carolinas,1849615.0,5161.0,0.0027903104159514277
2023-02-01,Feb 2023,Dominion Energy,106943.0,175.0,0.0016363857381969835
2023-02-01,Feb 2023,Duke Energy Carolinas,1851950.0,6728.0,0.0036329274548448933
2023-02-01,Feb 2023,Duke Energy Progress,1305398.0,3791.0,0.002904095149525279
2023-03-01,Mar 2023,Dominion Energy,107036.0,11.0,0.00010276916177734595
2023-03-01,Mar 2023,Duke Energy Carolinas,1855580.0,6243.0,0.0033644466959117905
2023-03-01,Mar 2023,Duke Energy Progress,1309530.0,3433.0,0.0026215512435759395
2023-04-01,Apr 2023,Dominion Energy,,0.0,0.0
2023-04-01,Apr 2023,Duke Energy Progress,1311641.0,3680.0,0.002805645752153219
2023-04-01,Apr 2023,Duke Energy Carolinas,1857624.0,6015.0,0.003238007260888102
2023-05-01,May 2023,Dominion Energy,,0.0,0.0
2023-05-01,May 2023,Duke Energy Carolinas,1861497.0,7023.0,0.003772769980290057
2023-05-01,May 2023,Duke Energy Progress,1314643.0,4031.0,0.0030662316689778137
2023-06-01,Jun 2023,Duke Energy Carolinas,1864522.0000000002,7363.0,0.003949001406258547
2023-06-01,Jun 2023,Duke Energy Progress,1317801.0,4329.0,0.0032850179958886054
2023-06-01,Jun 2023,Dominion Energy,,0.0,0.0
2023-07-01,Jul 2023,Dominion Energy,,0.0,0.0
2023-07-01,Jul 2023,Duke Energy Progress,1320776.0,5249.0,0.003974178816089935
2023-07-01,Jul 2023,Duke Energy Carolinas,1867729.0000000002,7679.0,0.004111410167106684
2023-08-01,Aug 2023,Duke Energy Carolinas,1871419.0,6665.0,0.0035614685968241213
2023-08-01,Aug 2023,Dominion Energy,,0.0,0.0
2023-08-01,Aug 2023,Duke Energy Progress,1323380.0,3397.0,0.0025669119980655593
2023-09-01,Sep 2023,Dominion Energy,,0.0,0.0
2023-09-01,Sep 2023,Duke Energy Progress,1325785.0,3461.0,0.0026105288564887974
2023-09-01,Sep 2023,Duke Energy Carolinas,1874698.0,5827.0,0.003108233966217492
2023-10-01,Oct 2023,Duke Energy Progress,1329775.0,3937.0,0.0029606512379913895
2023-10-01,Oct 2023,Dominion Energy,,0.0,0.0
2023-10-01,Oct 2023,Duke Energy Carolinas,1879557.0,7521.0,0.004001474815608146
2023-11-01,Nov 2023,Dominion Energy,,0.0,0.0
2023-11-01,Nov 2023,Duke Energy Carolinas,1883694.0,6830.0,0.00362585430542328
2023-11-01,Nov 2023,Duke Energy Progress,1333007.0,4982.0,0.0037374147322557197
2023-12-01,Dec 2023,Duke Energy Carolinas,1886617.0,6345.0,0.0033631627405032393
2023-12-01,Dec 2023,Dominion Energy,,0.0,0.0
2023-12-01,Dec 2023,Duke Energy Progress,1334978.0,3225.0,0.0024157701475230305
